Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
26092133,Notes on the Plan 9 3rd edition Kernel Source,Francisco J. Ballesteros,"Ballesteros, Francisco J.",,"=""""","=""9788498490886""",0,4.00,Servicio de Publicaciones,Paperback,312,2007,2007,,2020/02/02,to-read,to-read (#85),to-read,,,,0,,,0,,,,,
20499412,Practical File System Design,Dominic Giampaolo,"Giampaolo, Dominic",,"=""""","=""""",0,4.75,Morgan Kaufmann,Kindle Edition,256,2013,1998,,2020/02/02,to-read,to-read (#84),to-read,,,,0,,,0,,,,,
880728,"Unix Filesystems: Evolution, Design, and Implementation",Steve D.  Pate,"Pate, Steve D.",,"=""0471164836""","=""0723812075096""",0,3.21,John Wiley & Sons,Paperback,472,2003,2003,,2020/02/02,to-read,to-read (#83),to-read,,,,0,,,0,,,,,
23627482,"Your Code As a Crime Scene: Use Forensic Techniques to Arrest Defects, Bottlenecks, and Bad Design in Your Programs",Adam Tornhill,"Tornhill, Adam",,"=""1680500384""","=""9781680500387""",0,3.70,Pragmatic Bookshelf,Paperback,190,2014,2014,,2020/02/02,to-read,to-read (#82),to-read,,,,0,,,0,,,,,
24796472,Broken Agile: Stories From the Trenches,Tim Brizard,"Brizard, Tim",,"=""""","=""""",0,3.19,,Kindle Edition,106,2015,2015,,2020/02/02,to-read,to-read (#81),to-read,,,,0,,,0,,,,,
387984,Swarm Intelligence,James Kennedy,"Kennedy, James",Russell C. Eberhart,"=""1558605959""","=""9781558605954""",0,3.90,Morgan Kaufmann Publishers,Hardcover,512,2001,2001,,2020/02/02,to-read,to-read (#80),to-read,,,,0,,,0,,,,,
1562322,Foundations of Soft Case-Based Reasoning,Sankar K. Pal,"Pal, Sankar K.",Simon Shiu,"=""0471086355""","=""9780471086352""",0,4.00,Wiley-Interscience,Hardcover,274,2004,2004,,2020/02/02,to-read,to-read (#79),to-read,,,,0,,,0,,,,,
751572,The Cambridge Handbook of Expertise and Expert Performance,K. Anders Ericsson,"Ericsson, K. Anders",Robert R. Hoffman,"=""0521600812""","=""9780521600811""",0,4.30,Cambridge University Press,Paperback,901,2006,2006,,2020/02/02,to-read,to-read (#78),to-read,,,,0,,,0,,,,,
153954,The Human Use of Human Beings: Cybernetics and Society,Norbert Wiener,"Wiener, Norbert",,"=""0306803208""","=""9780306803208""",0,4.04,Da Capo Press,Paperback,200,1988,1949,,2020/02/02,to-read,to-read (#77),to-read,,,,0,,,0,,,,,
344711,Interaction Design: Beyond Human-Computer Interaction,Yvonne Rogers,"Rogers, Yvonne",Helen Sharp,"=""0470018666""","=""9780470018668""",0,3.72,John Wiley & Sons,Paperback,773,2007,2001,,2020/02/02,to-read,to-read (#76),to-read,,,,0,,,0,,,,,
4000877,Encyclopedia Of Human Computer Interaction,Claude Ghaoui,"Ghaoui, Claude",,"=""1591405629""","=""9781591405627""",0,4.00,Idea Group Reference,Hardcover,782,2005,2005,,2020/02/02,to-read,to-read (#75),to-read,,,,0,,,0,,,,,
6576999,Encyclopedia of Computer Science and Technology,Harry Henderson,"Henderson, Harry",,"=""0816063826""","=""9780816063826""",0,4.33,Facts on File,Hardcover,580,2008,2003,,2020/02/02,to-read,to-read (#74),to-read,,,,0,,,0,,,,,
22323232,The Decisive Battles of World History,Gregory S. Aldrete,"Aldrete, Gregory S.",,"=""""","=""""",0,4.22,The Great Courses,Audible Audio,19,2014,2013,,2020/02/02,to-read,to-read (#73),to-read,,,,0,,,0,,,,,
36747292,How Psychology Works,Jo Hemmings,"Hemmings, Jo",,"=""1465468617""","=""9781465468611""",0,4.25,DK Publishing (Dorling Kindersley),Hardcover,255,2018,2018,,2020/02/02,to-read,to-read (#72),to-read,,,,0,,,0,,,,,
11508542,"Typography, Referenced: A Comprehensive Visual Guide to the Language, History, and Practice of Typography",Jason Tselentis,"Tselentis, Jason","Allan Haley, Tony Seddon, Gerry Leonidas, Ina Saltz, Kathryn Henderson, Tyler Alterman, Richard   Poulin","=""1592537022""","=""9781592537020""",0,3.96,Rockport Publishers,Hardcover,400,2012,2012,,2020/02/02,to-read,to-read (#70),to-read,,,,0,,,0,,,,,
20437715,Typographie: A Manual of Design,Emil Ruder,"Ruder, Emil",,"=""""","=""""",0,4.36,Verlag Niggli AG,Hardcover,274,2001,1981,,2020/02/02,to-read,to-read (#69),to-read,,,,0,,,0,,,,,
13095321,"Design Elements, Typography Fundamentals: A Graphic Style Manual for Understanding How Typography Affects Design",Kristin Cullen,"Cullen, Kristin",,"=""1592537677""","=""9781592537679""",0,4.19,Rockport Publishers,Paperback,160,2012,2012,,2020/02/02,to-read,to-read (#68),to-read,,,,0,,,0,,,,,
1155302,Glut: Mastering Information through the Ages,Alex Wright,"Wright, Alex",,"=""0309102383""","=""9780309102384""",0,3.77,Joseph Henry Press,Hardcover,286,2007,2007,,2020/02/02,to-read,to-read (#67),to-read,,,,0,,,0,,,,,
562825,International Organisation And Dissemination Of Knowledge: Selected Essays Of Paul Otlet,Paul Otlet,"Otlet, Paul",,"=""0444886788""","=""9780444886781""",0,4.20,Elsevier Publishing Company,Unknown Binding,256,1990,1990,,2020/02/02,to-read,to-read (#66),to-read,,,,0,,,0,,,,,
18699137,Cataloging the World: Paul Otlet and the Birth of the Information Age,Alex Wright,"Wright, Alex",,"=""0199931410""","=""9780199931415""",0,3.79,"Oxford University Press, USA",Hardcover,360,2014,2014,,2020/02/02,to-read,to-read (#65),to-read,,,,0,,,0,,,,,
8712742,Chroma: A Book of Color,Derek Jarman,"Jarman, Derek",,"=""0816665931""","=""9780816665938""",0,4.31,Univ Of Minnesota Press,Paperback,160,2010,1994,,2020/02/02,to-read,to-read (#64),to-read,,,,0,,,0,,,,,
8564020,Designing with the Mind in Mind: Simple Guide to Understanding User Interface Design Rules,Jeff                                                 Johnson,"Johnson, Jeff",,"=""0080963021""","=""9780080963020""",0,4.10,Elsevier Science & Technology,ebook,201,2010,2010,,2020/02/02,to-read,to-read (#63),to-read,,,,0,,,0,,,,,
201357,"Information Theory, Inference, and Learning Algorithms",David J.C. MacKay,"MacKay, David J.C.",,"=""0521642981""","=""9780521642989""",0,4.51,Cambridge University Press,Hardcover,640,2003,2002,,2020/02/02,to-read,to-read (#62),to-read,,,,0,,,0,,,,,
410976,Of Molecules and Men,Francis Crick,"Crick, Francis",,"=""1591021855""","=""9781591021858""",0,3.69,Prometheus Books,Paperback,99,2004,2004,,2020/02/02,to-read,to-read (#61),to-read,,,,0,,,0,,,,,
15858089,The Sketchnote Handbook: The Illustrated Guide to Visual Note Taking,Mike Rohde,"Rohde, Mike",,"=""0321857895""","=""9780321857897""",0,4.07,Peachpit Press,Paperback,224,2012,2012,,2020/02/02,to-read,to-read (#60),to-read,,,,0,,,0,,,,,
1143837,Matter and Motion,James Clerk Maxwell,"Maxwell, James Clerk",,"=""1573929891""","=""9781573929899""",0,4.35,Prometheus Books,Paperback,,2002,1991,,2020/02/02,to-read,to-read (#59),to-read,,,,0,,,0,,,,,
923131,The Forces of Matter,Michael Faraday,"Faraday, Michael",,"=""0879758112""","=""9780879758110""",0,4.04,Prometheus Books,Paperback,,1993,1993,,2020/02/02,to-read,to-read (#58),to-read,,,,0,,,0,,,,,
35787,Extraordinary Popular Delusions & the Madness of Crowds (Great Minds),Charles Mackay,"Mackay, Charles",,"=""1573928917""","=""9781573928915""",0,3.84,Prometheus Books,Paperback,724,2001,1841,,2020/02/02,to-read,to-read (#57),to-read,,,,0,,,0,,,,,
3424,"The Grass Crown (Masters of Rome, #2)",Colleen McCullough,"McCullough, Colleen",,"=""038071082X""","=""9780380710829""",0,4.32,Avon,Paperback,1104,1992,1990,,2020/02/02,to-read,to-read (#56),to-read,,,,0,,,0,,,,,
5546,The Feynman Lectures on Physics,Richard P. Feynman,"Feynman, Richard P.","Robert B. Leighton, Matthew L. Sands","=""0805390456""","=""9780805390452""",0,4.61,Addison Wesley,Hardcover,1552,2005,1964,,2020/02/02,to-read,to-read (#55),to-read,,,,0,,,0,,,,,
26260896,Computer Science: An Interdisciplinary Approach,Robert Sedgewick,"Sedgewick, Robert",Kevin Wayne,"=""0134076427""","=""9780134076423""",0,4.62,Addison-Wesley Professional,Hardcover,1168,2016,2016,,2020/02/02,to-read,to-read (#54),to-read,,,,0,,,0,,,,,
910789,The Elements of Computing Systems: Building a Modern Computer from First Principles,Noam Nisan,"Nisan, Noam",,"=""026214087X""","=""9780262140874""",0,4.54,MIT Press (MA),Hardcover,325,2005,2005,,2020/02/02,to-read,to-read (#53),to-read,,,,0,,,0,,,,,
15867699,Operating Systems: Principles and Practice,Thomas Anderson,"Anderson, Thomas",Michael Dahlin,"=""0985673516""","=""9780985673512""",0,4.16,Recursive Books,Paperback,674,2012,2012,,2020/02/02,to-read,to-read (#52),to-read,,,,0,,,0,,,,,
166193,Operating Systems Design and Implementation,Andrew S. Tanenbaum,"Tanenbaum, Andrew S.",Albert S. Woodhull,"=""0131429388""","=""9780131429383""",0,4.09,Prentice-Hall,Hardcover,1088,2006,1974,,2020/02/02,to-read,to-read (#51),to-read,,,,0,,,0,,,,,
34144894,Complete Stories,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut","Jerome Klinkowitz, Dan Wakefield, Dave Eggers","=""1609808088""","=""9781609808082""",0,4.43,Seven Stories Press,Hardcover,911,2017,2017,,2020/02/02,to-read,to-read (#50),to-read,,,,0,,,0,,,,,
54666,What's the Matter with Kansas? How Conservatives Won the Heart of America,Thomas  Frank,"Frank, Thomas",,"=""080507774X""","=""9780805077742""",0,3.85,Picador,Paperback,332,2005,2004,,2020/02/02,to-read,to-read (#49),to-read,,,,0,,,0,,,,,
995029,"The Challenger Launch Decision: Risky Technology, Culture, and Deviance at NASA",Diane Vaughan,"Vaughan, Diane",,"=""0226851761""","=""9780226851761""",0,4.08,University Of Chicago Press,Paperback,592,1997,1996,,2020/02/02,to-read,to-read (#48),to-read,,,,0,,,0,,,,,
1610231,"What's What, A Visual Glossary Of The Physical World",Reginald Bragonier Jr.,"Jr., Reginald Bragonier",,"=""0843733292""","=""9780843733297""",0,3.96,Hammond World Atlas Corporation,Hardcover,565,1981,1981,,2020/02/02,to-read,to-read (#47),to-read,,,,0,,,0,,,,,
5070507,"Truth, Lies, and O-Rings: Inside the Space Shuttle Challenger Disaster",Allan J. McDonald,"McDonald, Allan J.",James R. Hansen,"=""0813033268""","=""9780813033266""",0,4.04,University Press of Florida,Hardcover,648,2009,2009,,2020/02/02,to-read,to-read (#46),to-read,,,,0,,,0,,,,,
824564,Comm Check...: The Final Flight of Shuttle Columbia,Michael Cabbage,"Cabbage, Michael",William Harwood,"=""0743260910""","=""9780743260916""",0,4.19,Free Press,Hardcover,320,2004,2004,,2020/02/02,to-read,to-read (#45),to-read,,,,0,,,0,,,,,
17873362,Roots and Collapse of Empathy,Stein Bråten,"Bråten, Stein",,"=""9027213585""","=""9789027213587""",0,0.0,John Benjamins Publishing Company,Hardcover,276,2013,2013,,2020/02/02,to-read,to-read (#44),to-read,,,,0,,,0,,,,,
31921,Philosophy of Science: A Very Short Introduction,Samir Okasha,"Okasha, Samir",,"=""0192802836""","=""9780192802835""",0,3.94,"Oxford University Press, USA",Paperback,160,2002,2002,,2020/02/02,to-read,to-read (#43),to-read,,,,0,,,0,,,,,
1074716,Robust Statistics,Peter J. Huber,"Huber, Peter J.",,"=""0471650722""","=""9780471650720""",0,4.20,Wiley-Interscience,Paperback,,2003,1981,,2020/02/02,to-read,to-read (#42),to-read,,,,0,,,0,,,,,
193692,Representation and Reality,Hilary Putnam,"Putnam, Hilary",,"=""0262660741""","=""9780262660747""",0,3.79,The MIT Press,Paperback,136,1991,1988,,2020/02/02,to-read,to-read (#41),to-read,,,,0,,,0,,,,,
2048134,Concrete Abstractions: An Introduction to Computer Science Using Scheme,Max Hailperin,"Hailperin, Max","Barbara K. Kaiser, Karl Knight","=""0534952119""","=""9780534952112""",0,3.89,Course Technology,Paperback,800,1998,1998,,2020/02/02,to-read,to-read (#40),to-read,,,,0,,,0,,,,,
25329850,Thing Explainer: Complicated Stuff in Simple Words,Randall Munroe,"Munroe, Randall",,"=""0544668251""","=""9780544668256""",0,4.14,Mariner Books,Hardcover,64,2015,2015,,2020/02/02,to-read,to-read (#39),to-read,,,,0,,,0,,,,,
6313652,Layout Essentials: 100 Design Principles for Using Grids,Beth Tondreau,"Tondreau, Beth",,"=""1592534724""","=""9781592534722""",0,3.97,Rockport Publishers,Hardcover,208,2009,2009,,2020/02/02,to-read,to-read (#38),to-read,,,,0,,,0,,,,,
2211399,Graphic Design: The New Basics,Ellen Lupton,"Lupton, Ellen",Jennifer Cole Phillips,"=""1568987021""","=""9781568987026""",0,3.96,Adams Media,Paperback,248,2014,2008,,2020/02/02,to-read,to-read (#37),to-read,,,,0,,,0,,,,,
6832833,Typography Essentials: 100 Design Principles for Working with Type,Ina Saltz,"Saltz, Ina",,"=""1592535232""","=""9781592535231""",0,3.91,Rockport Publishers,Hardcover,208,2009,2009,,2020/02/02,to-read,to-read (#36),to-read,,,,0,,,0,,,,,
31305530,The Designer's Dictionary of Color,Sean Adams,"Adams, Sean",,"=""141972391X""","=""9781419723919""",0,4.05,Harry N. Abrams,Hardcover,256,2017,2017,,2020/02/02,to-read,to-read (#34),to-read,,,,0,,,0,,,,,
358248,The PC is Not a Typewriter,Robin P. Williams,"Williams, Robin P.",,"=""0938151495""","=""9780938151494""",0,4.22,Peachpit Press,Paperback,96,1995,1989,,2020/02/02,to-read,to-read (#33),to-read,,,,0,,,0,,,,,
114582,Color Choices: Making Color Sense Out of Color Theory,Stephen Quiller,"Quiller, Stephen",,"=""0823006972""","=""9780823006977""",0,4.26,Watson-Guptill,Paperback,144,2002,1989,,2020/02/02,to-read,to-read (#32),to-read,,,,0,,,0,,,,,
111113,Interaction of Color,Josef Albers,"Albers, Josef",Nicholas Fox Weber,"=""0300115954""","=""9780300115956""",0,4.07,Yale University Press,Paperback,160,2006,1971,,2020/02/02,to-read,to-read (#31),to-read,,,,0,,,0,,,,,
1009386,Making Color Sing: Practical Lessons in Color and Design,Jeanne Dobie,"Dobie, Jeanne",,"=""0823029921""","=""9780823029921""",0,4.35,Watson-Guptill,Paperback,160,2000,,,2020/02/02,to-read,to-read (#30),to-read,,,,0,,,0,,,,,
34469380,Exploring Color Workshop,Nita Leland,"Leland, Nita",,"=""1440345155""","=""9781440345159""",0,4.30,North Light Books,Paperback,176,2016,2016,,2020/02/02,to-read,to-read (#29),to-read,,,,0,,,0,,,,,
13590557,Color Theory: An essential guide to color--from basic principles to practical applications,Patti Mollica,"Mollica, Patti",,"=""1600583024""","=""9781600583025""",0,4.23,Walter Foster Publishing,Paperback,64,2013,2013,,2020/02/02,to-read,to-read (#28),to-read,,,,0,,,0,,,,,
8384010,Color and Light: A Guide for the Realist Painter,James Gurney,"Gurney, James",,"=""0740797719""","=""9780740797712""",0,4.21,Andrews McMeel Publishing,Paperback,224,2010,2010,,2020/02/02,to-read,to-read (#27),to-read,,,,0,,,0,,,,,
25013216,"Color Lab for Mixed-Media Artists: 52 Exercises for Exploring Color Concepts through Paint, Collage, Paper, and More",Deborah Forman,"Forman, Deborah",,"=""1631590642""","=""9781631590641""",0,3.87,Quarry Books,Paperback,144,2015,2015,,2020/02/02,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
15789422,Color: A Workshop for Artists and Designers,David Hornung,"Hornung, David",,"=""1856698785""","=""9781856698788""",0,4.27,Laurence King Publishing,Paperback,168,2012,2004,,2020/02/02,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
6415350,Bright Earth: The Invention of Colour,Philip Ball,"Ball, Philip",,"=""0099507137""","=""9780099507130""",0,4.05,Vintage,Paperback,448,2008,1999,,2020/02/02,to-read,to-read (#24),to-read,,,,0,,,0,,,,,
959642,Artist's Color Manual: The Complete Guide to Working with Color,Simon Jennings,"Jennings, Simon",,"=""081184143X""","=""9780811841436""",0,4.30,Chronicle Books,Paperback,192,2003,2003,,2020/02/02,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
958318,Colour: Travels Through The Paintbox,Victoria Finlay,"Finlay, Victoria",,"=""0340826320""","=""9780340826324""",0,3.80,,,,,2003,,2020/02/02,to-read,to-read (#22),to-read,,,,0,,,0,,,,,
432654,"Color Mixing Bible: All You'll Ever Need to Know About Mixing Pigments in Oil, Acrylic, Watercolor, Gouache, Soft Pastel, Pencil, and Ink",Ian Sidaway,"Sidaway, Ian",,"=""0823007235""","=""9780823007233""",0,4.05,Watson-Guptill,Paperback,144,2002,2002,,2020/02/02,to-read,to-read (#21),to-read,,,,0,,,0,,,,,
2423415,Color Right from the Start: Progressive Lessons in Seeing and Understanding Color,Hilary Page,"Page, Hilary",,"=""0823007529""","=""9780823007523""",0,4.43,Watson-Guptill,Paperback,144,2001,1994,,2020/02/02,to-read,to-read (#20),to-read,,,,0,,,0,,,,,
1085336,Color in Art,John Gage,"Gage, John",,"=""0500203946""","=""9780500203941""",0,3.58,Thames & Hudson,Paperback,224,2006,2006,,2020/02/02,to-read,to-read (#19),to-read,,,,0,,,0,,,,,
44735,The Elements of Typographic Style,Robert Bringhurst,"Bringhurst, Robert",,"=""0881792063""","=""9780881792065""",0,4.25,Hartley & Marks Publishers,Paperback,352,2004,1992,,2020/02/02,to-read,to-read (#18),to-read,,,,0,,,0,,,,,
28600,Designing with Type: The Essential Guide to Typography,James   Craig,"Craig, James","William Bevington, Irene Korol Scala","=""0823014134""","=""9780823014132""",0,4.03,Watson-Guptill,Paperback,176,2006,1971,,2020/02/02,to-read,to-read (#17),to-read,,,,0,,,0,,,,,
424091,The Virtual Community: Homesteading on the Electronic Frontier,Howard Rheingold,"Rheingold, Howard",,"=""0262681218""","=""9780262681216""",0,3.80,MIT Press,Paperback,480,2000,1993,,2020/02/02,to-read,to-read (#16),to-read,,,,0,,,0,,,,,
9321125,The Book of Symbols: Reflections on Archetypal Images,Ami Ronnberg,"Ronnberg, Ami",Archive for Research in Archetypal Symbolism (ARAS),"=""3836514486""","=""9783836514484""",0,4.43,Taschen,Hardcover,807,2010,2010,,2020/02/02,to-read,to-read (#15),to-read,,,,0,,,0,,,,,
6700334,Signs & Symbols: An Illustrated Guide to Their Origins and Meanings,Miranda Bruce-Mitford,"Bruce-Mitford, Miranda","Kathryn Wilkinson, Philip Wilkinson","=""1405325399""","=""9781405325394""",0,3.93,Dorling Kindersley,,352,2008,1996,,2020/02/02,to-read,to-read (#14),to-read,,,,0,,,0,,,,,
9778945,The Shallows: What the Internet Is Doing to Our Brains,Nicholas Carr,"Carr, Nicholas",,"=""0393339750""","=""9780393339758""",0,3.89,W. W. Norton  Company,Paperback,280,2011,2010,,2020/02/02,to-read,to-read (#13),to-read,,,,0,,,0,,,,,
30423532,Twenty Lectures on Algorithmic Game Theory,Tim Roughgarden,"Roughgarden, Tim",,"=""1107172667""","=""9781107172661""",0,4.33,Cambridge University Press,Hardcover,250,2016,,,2020/02/02,to-read,to-read (#12),to-read,,,,0,,,0,,,,,
583766,An Introduction to General Systems Thinking,Gerald M. Weinberg,"Weinberg, Gerald M.",,"=""0932633498""","=""9780932633491""",0,3.96,"Dorset House Publishing Co Inc.,U.S.",Paperback,279,2001,1975,,2020/02/02,to-read,to-read (#11),to-read,,,,0,,,0,,,,,
18581690,"The Gervais Principle: The Complete Series, with a Bonus Essay on Office Space (Ribbonfarm Roughs)",Venkatesh G. Rao,"Rao, Venkatesh G.",,"=""""","=""""",0,4.21,"Ribbonfarm, Inc.",Kindle Edition,153,2013,2013,,2020/02/02,to-read,to-read (#10),to-read,,,,0,,,0,,,,,
10984768,"Tempo: Timing, Tactics and Strategy in Narrative-Driven Decision-Making",Venkatesh G. Rao,"Rao, Venkatesh G.",,"=""""","=""""",0,3.72,Ribbonfarm Inc.,Paperback,176,2011,2011,,2020/02/02,to-read,to-read (#9),to-read,,,,0,,,0,,,,,
18581676,Be Slightly Evil: A Playbook for Sociopaths (Ribbonfarm Roughs),Venkatesh G. Rao,"Rao, Venkatesh G.",,"=""""","=""""",0,3.74,"Ribbonfarm, Inc.",Kindle Edition,206,2013,2013,,2020/02/02,to-read,to-read (#8),to-read,,,,0,,,0,,,,,
28820444,The Elephant in the Brain: Hidden Motives in Everyday Life,Kevin Simler,"Simler, Kevin",Robin Hanson,"=""""","=""9780190496012""",0,4.02,Oxford University Press,ebook,408,2017,2017,,2020/02/02,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
13033,The Alexandria Quartet  (The Alexandria Quartet #1-4),Lawrence Durrell,"Durrell, Lawrence",,"=""0140153179""","=""9780140153170""",0,4.17,Penguin Books,Paperback,884,1991,1960,,2020/02/02,to-read,to-read (#6),to-read,,,,0,,,0,,,,,
1059,Shibumi,Trevanian,"Trevanian, Trevanian",Gisela Stege,"=""1400098033""","=""9781400098033""",0,4.20,Broadway Books,Paperback,480,2005,1979,,2019/11/24,to-read,to-read (#5),to-read,,,,0,,,0,,,,,
13236987,The Universe Inside You: The Extreme Science of the Human Body From Quantum Theory to the Mysteries of the Brain,Brian Clegg,"Clegg, Brian",,"=""1848313535""","=""9781848313538""",0,3.74,Icon Books,Paperback,224,2012,2012,,2019/11/24,to-read,to-read (#4),to-read,,,,0,,,0,,,,,
11851522,The Complete Works of H.P. Lovecraft,H.P. Lovecraft,"Lovecraft, H.P.",,"=""""","=""""",0,4.35,CthulhuChick.com,Kindle Edition,811,2011,1978,,2019/09/28,,,read,,,,1,,,0,,,,,
32767,At the Mountains of Madness,H.P. Lovecraft,"Lovecraft, H.P.","China Miéville, S.T. Joshi, Fernando Calleja","=""0812974417""","=""9780812974416""",0,3.84,The Modern Library,Paperback,194,2005,1931,,2019/09/28,,,read,,,,1,,,0,,,,,
44432844,"Ruined by Design: How Designers Destroyed the World, and What We Can Do to Fix It",Mike Monteiro,"Monteiro, Mike",,"=""""","=""""",0,4.15,,Kindle Edition,251,2019,,,2019/09/28,to-read,to-read (#3),to-read,,,,0,,,0,,,,,
119073,The Name of the Rose,Umberto Eco,"Eco, Umberto",William Weaver,"=""0156001314""","=""9780156001311""",0,4.13,Harvest Books,Paperback,536,1994,1980,,2019/09/28,to-read,to-read (#2),to-read,,,,0,,,0,,,,,
18619684,The Time Traveler's Wife,Audrey Niffenegger,"Niffenegger, Audrey",,"=""""","=""9781939126016""",0,3.99,Zola Books,ebook,537,2013,2004,,2019/09/28,to-read,to-read (#1),to-read,,,,0,,,0,,,,,
18130001,Камень и боль,Karel Schulz,"Schulz, Karel",,"=""""","=""""",5,4.35,,,,,1942,,2016/12/10,,,read,,,,1,,,0,,,,,
